ID,CONSOLE,YEAR,CATEGORY,PUBLISHER,RATING,CRITICS_POINTS,USER_POINTS,SalesInMillions
2277,ps2,2008,racing,Take-Two Interactive,E10+,4.473684210526316,0.16181818181818183,2.1949813170214814
2480,x360,2010,racing,Electronic Arts,E,2.0344827586206895,0.17333333333333334,0.6571837049443001
2524,wii,2010,sports,Electronic Arts,E,1.8372093023255813,0.425,2.653608265481971
432,psp,2007,shooter,Ubisoft,M,3.4210526315789473,0.1421875,1.1194655897548382
2581,x360,2010,racing,Electronic Arts,E10+,1.2054794520547945,0.033816425120772944,0.8933749577923223
391,wii,2011,adventure,Disney Interactive Studios,E10+,12.5,1.16,3.4498056128189467
2534,ps,2003,sports,Electronic Arts,E,8.6,1.3333333333333333,1.1602858868937465
1597,x360,2010,misc,Activision,T,1.2318840579710144,0.04730538922155689,4.388814902392867
4055,ps3,2010,strategy,Ubisoft,T,2.303030303030303,0.15714285714285714,3.14556716488885
2653,x,2002,sports,Midway Games,E,3.95,0.7909090909090909,2.475800445076517
493,ps2,2004,shooter,Activision,T,1.5510204081632653,0.11,1.9522205437881044
1194,ps2,2001,action,Sony Computer Entertainment,M,3.526315789473684,0.4105263157894737,0.6802177665571757
4279,x360,2008,simulation,Microsoft Game Studios,E,1.2923076923076924,0.061068702290076333,3.878103430609304
1572,ps2,2003,role-playing,Atlus,T,4.2631578947368425,0.4052631578947368,0.8649981441874104
331,gc,2007,shooter,Eidos Interactive,E10+,12.75,1.04,2.4227282978238662
356,x360,2010,fighting,Pqube,T,2.65625,0.3346153846153846,2.343189386608223
2574,x360,2008,racing,Electronic Arts,E10+,1.4807692307692308,0.07682926829268293,1.0890784629856012
3428,ds,2010,role-playing,Sega,E,1.3454545454545455,0.09012345679012346,3.1639125723131905
987,gc,2007,fighting,Atari,T,4.363636363636363,0.6,0.6057039527080779
236,psp,2007,misc,Sony Computer Entertainment,T,4.545454545454546,1.3,1.1773443052164492
1280,psv,2014,sports,Electronic Arts,E,1.7555555555555555,0.08875,3.5253587988041053
267,ps3,2015,action,Warner Bros. Interactive Entertainment,T,1.6521739130434783,0.011475409836065573,3.528257260672059
1845,x360,2013,misc,Ubisoft,E10+,4.9375,0.23636363636363636,2.474735369878863
341,ds,2009,role-playing,Graffiti,E,2.4166666666666665,0.375,1.19588995123596
4249,ps,2000,role-playing,Enix Corporation,T,10.125,0.23157894736842108,0.647518512556612
3312,gc,2004,platform,Activision,E,2.8,0.44666666666666666,2.5468583353859398
1990,pc,2013,action,Lucasarts,E10+,5.428571428571429,0.17045454545454544,2.879283994625944
4287,x360,2011,shooter,Warner Bros. Interactive Entertainment,M,1.0163934426229508,0.28846153846153844,3.174266480634416
3679,gc,2002,fighting,Nintendo,T,2.4210526315789473,0.01588132635253054,8.25701365409693
3897,wii,2008,action,Nintendo,T,1.3013698630136987,0.005408653846153846,8.519495047720254
2695,ps,2000,platform,Gt Interactive,T,6.769230769230769,0.1318840579710145,0.214977523569593
1123,ds,2008,adventure,Konami Digital Entertainment,E,5.0,2.075,0.6942309469463023
3491,ds,2009,action,Activision,E10+,6.416666666666667,0.5357142857142857,1.0226532943691462
25,wii,2012,platform,Majesco Entertainment,E,1.8604651162790697,0.24857142857142855,2.9416494605176706
911,ps,2003,platform,Sony Computer Entertainment,E,10.428571428571429,1.4166666666666667,2.109257510862654
4345,wiiu,2014,sports,Nintendo,E10+,3.238095238095238,0.0660377358490566,2.815867384160536
244,ds,2009,action,Activision,E,10.0,0.9571428571428572,1.0714517980858593
3985,ps3,2014,action,Square Enix,T,2.108108108108108,0.13278688524590163,2.1595235927247227
2254,gba,2002,action,Nintendo,E,2.090909090909091,0.0455,2.4753123066470946
115,ps2,2005,misc,Sony Computer Entertainment,T,2.4571428571428573,0.3384615384615385,2.3076062210829873
4171,gc,2003,action,Activision,M,2.6551724137931036,0.2517241379310345,1.812864809062504
2183,pc,2009,shooter,Electronic Arts,T,2.0526315789473686,0.035784313725490194,1.1287876053651673
1956,pc,2004,action,Eidos Interactive,M,6.363636363636363,0.12794117647058822,1.4712010058400389
4269,ps3,2010,action,Sega,M,1.7105263157894737,0.23125,0.036352638942538706
3869,wii,2010,action,Thq,T,13.25,1.3199999999999998,3.1170145494832298
1523,ps2,2006,role-playing,505 Games,E,2.6296296296296298,0.5916666666666667,0.8204497294563373
3242,ps3,2011,sports,Sega,E10+,2.161290322580645,1.0571428571428572,1.1382296523291657
2895,psp,2010,action,Ubisoft,T,4.625,0.431578947368421,0.7980665895960566
3938,ds,2007,action,Electronic Arts,T,4.0588235294117645,0.38421052631578945,0.9444490469422278
1212,x360,2011,racing,Codemasters,E,1.9534883720930232,0.11538461538461539,0.6665202765816814
482,ds,2009,puzzle,Majesco Entertainment,E,2.391304347826087,0.8714285714285713,0.23720307479207714
861,pc,2014,role-playing,Activision,M,1.0232558139534884,0.00041480866950119257,3.8356507762456427
4177,ps2,2003,shooter,Acclaim Entertainment,M,3.05,0.26071428571428573,2.1209004625323526
1746,x360,2009,action,Activision,E10+,2.4285714285714284,1.25,2.2460433839824425
2592,ps2,2008,fighting,Ignition Entertainment,T,3.142857142857143,1.4666666666666668,0.958325590234802
3695,pc,2007,strategy,Thq,E10+,2.3142857142857145,0.040639269406392696,2.8412809081366683
1698,ps3,2014,action,Square Enix,M,2.7666666666666666,0.0146484375,3.1703457621568525
798,ps3,2011,action,Electronic Arts,M,1.3134328358208955,0.015913200723327307,0.6179667081321047
3615,pc,2019,fighting,Capcom,T,2.242424242424242,0.006621004566210046,0.2189364121166532
3900,x360,2015,action,Warner Bros. Interactive Entertainment,E10+,8.625,0.27692307692307694,0.5979405366862814
1654,gba,2005,simulation,Ubisoft,E,3.24,0.08275862068965517,1.7454369884213665
905,ps3,2008,misc,Disney Interactive Studios,E,4.909090909090909,0.5833333333333334,1.222395113561118
2838,ds,2011,strategy,Mastertronic,E10+,3.5217391304347827,0.25517241379310346,1.9184512816273775
3747,gba,2006,action,Konami Digital Entertainment,E,4.4375,0.9888888888888889,1.6486509217116536
2858,ds,2007,role-playing,Nintendo,E,3.2857142857142856,0.152,3.7443560265507765
2830,ps2,2007,adventure,Ubisoft,T,1.59375,0.5769230769230769,0.6504236726132305
3115,ps3,2010,misc,Konami Digital Entertainment,T,2.1,0.5499999999999999,1.9042124623840304
1981,ps3,2009,action,Activision,E10+,2.8,0.44375,1.7612220854804108
1964,pc,2010,role-playing,Dtp Entertainment,M,6.333333333333333,0.30526315789473685,1.8574359743761981
1424,ps2,2003,shooter,Play It,M,2.3333333333333335,0.21739130434782608,2.790828143539077
2208,gc,2004,role-playing,Capcom,E,3.1904761904761907,0.6083333333333333,1.7634976737631163
3502,gc,2002,platform,Thq,E,16.5,0.8300000000000001,2.796443565278876
3484,pc,2010,platform,Activision,T,3.875,0.24000000000000002,2.696256322402878
3841,wii,2008,action,Sega,E10+,2.9166666666666665,1.1333333333333333,2.373587652068159
795,xone,2014,action,Microsoft Game Studios,M,1.1304347826086956,0.0074725274725274725,2.7606894471031507
3878,psp,2008,role-playing,Namco Bandai Games,E10+,3.411764705882353,0.8714285714285713,2.63908796274045
4116,x360,2010,action,Take-Two Interactive,E,1.6595744680851063,0.2111111111111111,1.8412220753154112
4023,x360,2012,sports,Electronic Arts,E,1.6382978723404256,0.14358974358974358,0.3005372301190746
976,ps2,2005,fighting,Atari,T,2.357142857142857,0.0891304347826087,3.7437288602178866
272,x,2005,action,Ubisoft,T,3.9411764705882355,1.2833333333333334,1.4650993226266897
1707,pc,2006,strategy,Vivendi Games,T,2.6774193548387095,0.06484375,0.00371888267156395
3052,wii,2009,action,Capcom,M,1.3636363636363635,0.13333333333333333,4.040761566829568
1447,x,2004,action,Sci,T,1.675,0.7,0.7037600656783882
1771,ps4,2017,action,Sony Computer Entertainment,T,0.8888888888888888,0.0026743398781313476,3.5140230000825543
492,pc,2012,shooter,Activision,M,6.7272727272727275,0.002562538133007932,3.0242928646779728
2522,x,2005,sports,Microsoft Game Studios,E,3.4285714285714284,0.65,2.0976240518155165
3950,ds,2009,simulation,Electronic Arts,E,9.8,0.2,0.886467617276983
623,pc,2006,strategy,Eidos Interactive,T,3.0,0.08928571428571429,1.4592721282830583
1187,xone,2015,shooter,Take-Two Interactive,M,2.3870967741935485,0.015133531157270029,2.3733696414746333
1143,x,2006,action,Atari,T,1.9696969696969697,0.09466666666666666,3.8412268575902875
4183,x360,2009,role-playing,Southpeak Games,M,1.1363636363636365,0.030054644808743168,3.2397427172018305
190,ds,2007,racing,Ubisoft,E,1.5789473684210527,0.5769230769230769,0.15615770016413955
1960,ps2,2008,action,Jowood Productions,E10+,2.4,0.40555555555555556,2.5434918463670564
3212,ps3,2013,racing,Black Bean Games,E10+,18.25,1.875,0.6467611473395557
4060,ps3,2010,shooter,Ubisoft,T,2.896551724137931,0.19756097560975608,0.8911163542215881
1221,x360,2009,role-playing,Microsoft Game Studios,M,0.9368421052631579,0.0026782035434693035,3.0696215161587084
4386,ps2,2003,racing,Ignition Entertainment,E,8.0,0.9099999999999999,2.2406260584056508
2837,ds,2009,puzzle,Nintendo,E,3.44,0.5466666666666666,2.5588751520964332
3971,pc,2005,simulation,Electronic Arts,T,3.761904761904762,0.25666666666666665,2.5940641807984117
3491,ps2,2008,action,Activision,E10+,17.25,0.25625,0.9551530582758289
473,ps2,2004,sports,Activision,T,13.75,0.525,3.355021011556099
489,psv,2015,action,Activision,M,0.5689655172413793,0.010020876826722338,4.062504531589532
4444,ps3,2010,fighting,Thq,T,2.1315789473684212,0.14727272727272728,3.9278485480831016
1638,gba,2003,action,Electronic Arts,E,6.909090909090909,0.5266666666666667,4.699523256181682
1360,x360,2013,fighting,Tecmo Koei,M,3.0555555555555554,0.355,0.9128206355572568
3721,gba,2004,platform,Thq,E,2.8214285714285716,0.3952380952380953,2.0568060597105364
1135,x360,2007,role-playing,Ubisoft,T,1.2777777777777777,0.115,2.471854898510932
456,ps2,2003,racing,Acclaim Entertainment,E,2.774193548387097,0.16734693877551018,3.8239242750086104
3933,pc,2013,role-playing,Funcom,M,1.3454545454545455,0.006179351921627731,1.528915197697987
96,ps2,2011,adventure,Atari,M,4.7,0.225,2.979156966860836
3547,ps2,2005,simulation,Global Star,E,2.210526315789474,0.46111111111111114,1.614121186569073
1399,3ds,2015,role-playing,Nintendo,E10+,2.28,0.25263157894736843,0.14141486888949628
1487,ps2,2005,action,Acclaim Entertainment,M,3.4210526315789473,0.725,1.248397543292199
1766,ps2,2007,adventure,Atari,M,1.7659574468085106,0.07358490566037736,2.1537803219999514
3317,ds,2007,action,Activision,E,4.375,1.3599999999999999,1.4888344405493597
2745,pc,2007,strategy,Codemasters,T,3.0,0.03632286995515695,2.9642966691209356
1023,ps2,2005,role-playing,Square Enix,M,1.1454545454545455,0.10224719101123596,3.5182541680643578
3423,gc,2004,platform,Sega,E,2.111111111111111,0.05642857142857143,2.1106726215748246
4184,x360,2013,role-playing,Southpeak Games,M,1.34,0.04714285714285714,1.1241304082515133
1750,gc,2006,shooter,Atari,E,1.6346153846153846,0.19767441860465115,0.7273842873125337
3367,ps3,2012,sports,Electronic Arts,T,1.7391304347826086,0.09268292682926829,1.9480929963000035
3096,ps2,2005,shooter,Virgin Interactive,M,2.1481481481481484,0.911111111111111,1.823076299110204
636,gc,2006,shooter,Sci,T,3.263157894736842,0.6461538461538462,1.7568185587266454
3482,ds,2004,action,Activision,E,1.326086956521739,0.8333333333333334,0.24233564579460465
191,ps3,2008,adventure,Ubisoft,M,2.025,0.009395109395109395,4.813935467040179
3874,wii,2014,role-playing,Nintendo,T,1.3114754098360655,0.04692737430167598,1.6745936929233705
3031,x360,2015,action,Capcom,M,1.6666666666666667,0.027985074626865673,2.0221111880059386
1083,ps3,2013,action,Tecmo Koei,T,5.818181818181818,0.78,1.1941370408890526
716,x360,2014,misc,Microsoft Game Studios,T,2.0,0.17777777777777778,3.779966529986301
914,gc,2004,sports,Activision,E,4.222222222222222,1.52,1.4023933497991137
2823,ds,2005,misc,Thq,E,1.6470588235294117,0.15,2.972891925856231
268,3ds,2016,action,Warner Bros. Interactive Entertainment,T,9.714285714285714,0.17894736842105263,1.14934908012918
3487,psp,2008,action,Activision,E10+,8.285714285714286,0.48888888888888893,3.1229336031618864
1227,ps3,2015,role-playing,Nippon Ichi Software,T,2.096774193548387,0.14800000000000002,1.9872670833974018
300,x360,2012,strategy,Eidos Interactive,T,1.5833333333333333,0.1804878048780488,3.145321172489088
952,wii,2010,platform,Nintendo,E,1.12987012987013,0.023369565217391305,4.656649008758099
829,x,2006,fighting,Electronic Arts,M,2.5454545454545454,0.6142857142857142,2.0986773747256975
1981,wii,2009,action,Activision,E10+,5.538461538461538,0.43571428571428567,3.0436564882557464
2011,wii,2011,sports,Activision,E,8.75,1.3333333333333333,1.1950294207375993
2161,x360,2010,role-playing,Electronic Arts,M,0.9795918367346939,0.002822708531557247,5.426056872099725
4105,x,2005,sports,Activision,T,2.5757575757575757,0.35,3.4411114074354225
1247,pc,2014,shooter,Ubisoft,M,2.046511627906977,0.002552926525529265,0.963791897550153
1607,wii,2011,misc,Activision,T,4.777777777777778,0.10704225352112676,2.4803427781951295
1021,ps2,2004,adventure,Sony Computer Entertainment,M,2.5161290322580645,0.23076923076923078,1.5413320631514356
50,ps2,2007,action,Thq,T,3.473684210526316,0.6444444444444444,2.4455419541179353
2563,x,2002,sports,Electronic Arts,E,6.428571428571429,0.5466666666666666,2.67604478431548
1802,psp,2010,platform,Sony Computer Entertainment,E10+,1.5106382978723405,0.225,2.5350552224084297
69,gc,2004,sports,Acclaim Entertainment,T,5.5,1.56,1.742797207726304
4020,wii,2010,sports,Electronic Arts,E,2.0,0.1543859649122807,1.410272357967442
223,gba,2005,puzzle,Atari,E,6.2,1.25,1.86598822820044
741,psp,2013,action,Electronic Arts,M,5.0,0.1760869565217391,2.101209097284352
4096,wii,2009,sports,Activision,E10+,1.6428571428571428,0.47692307692307695,1.20264623416462
4043,xone,2017,shooter,Electronic Arts,M,1.2647058823529411,0.00240511086057873,2.7078946428015715
763,ps2,2007,shooter,Ubisoft,M,2.0,0.2,2.0369589888823074
4280,x360,2007,misc,Microsoft Game Studios,E,1.3333333333333333,0.34444444444444444,1.67908880270541
734,wii,2011,misc,Ubisoft,E10+,8.0,0.825,2.1731845945229855
2132,wii,2013,misc,Nintendo,E,1.6222222222222222,0.042767295597484274,5.131392012161537
333,x360,2013,shooter,Take-Two Interactive,M,0.946236559139785,0.014260869565217391,5.1748569048364566
3259,ps2,2007,action,Capcom,M,1.4423076923076923,0.1338709677419355,1.6606710500688688
1844,wii,2010,misc,Ubisoft,E10+,3.0833333333333335,0.30416666666666664,7.741885547185054
4146,ps3,2013,action,Activision,T,2.40625,0.09425287356321839,3.2726651668769136
459,ds,2008,racing,Electronic Arts,E,3.1666666666666665,0.1016949152542373,1.0677669745964713
970,pc,2009,role-playing,Electronic Arts,M,1.3582089552238805,0.002413019079685746,0.25590270776350255
3289,ps2,2005,role-playing,Ghostlight,M,2.1578947368421053,0.20789473684210527,0.9079417005799819
1939,pc,2010,action,Activision,E10+,6.454545454545454,0.65,1.0084860888827039
3728,gc,2005,role-playing,Nintendo,T,1.4333333333333333,0.04696132596685083,1.4068222979015503
1887,x360,2010,sports,Microsoft Game Studios,E10+,1.4313725490196079,0.07789473684210527,8.180193705411291
2962,x360,2011,strategy,Ubisoft,T,1.7333333333333334,0.18421052631578946,0.3214430206781229
1702,ps,2003,strategy,Infogrames,T,6.2,0.271875,0.8148656213440258
3989,ps2,2006,action,Take-Two Interactive,M,1.6153846153846154,0.11643835616438356,0.7558428259621542
628,pc,2010,strategy,Thq,M,1.6666666666666667,0.03529411764705882,2.067688731362368
1388,x360,2012,racing,Microsoft Game Studios,T,1.0240963855421688,0.01935483870967742,0.7572057240183729
2281,gba,2003,racing,Rebellion,E,10.0,0.8833333333333333,1.524224890730059
1701,x360,2016,action,Square Enix,M,4.928571428571429,0.16,1.3363515310214158
4420,wii,2008,strategy,Thq,E10+,2.4615384615384617,0.33076923076923076,0.41000754667952316
1144,ps2,2007,racing,Konami Digital Entertainment,E,1.627906976744186,0.4277777777777778,1.0073291657200425
1112,pc,2012,strategy,Paradox Interactive,T,2.392857142857143,0.1163265306122449,0.03672325590229995
4313,wiiu,2014,action,Tecmo Koei,T,3.5555555555555554,0.23870967741935484,2.5250935555678917
2272,pc,2003,simulation,Microsoft Game Studios,E,4.0,0.16734693877551018,1.0968548613523539
3061,ds,2007,misc,Atari,E,3.0,0.5285714285714286,1.9174943116072678
748,ps3,2016,role-playing,Namco Bandai Games,T,1.318840579710145,0.007284172661870503,1.2404679144843744
2351,ps3,2009,action,Activision,E10+,3.6666666666666665,1.125,1.1716612661779453
989,gba,2005,fighting,Atari,T,2.8076923076923075,0.3333333333333333,1.6638338638778989
1151,ps2,2004,adventure,Lucasarts,T,4.0,0.6916666666666668,1.1622852032284445
4442,psp,2007,fighting,Thq,T,6.0,0.3857142857142857,2.1256201197344566
4481,ps2,2009,adventure,Sega,M,2.264705882352941,0.15576923076923077,3.5279691421615498
4429,x360,2014,fighting,Thq,T,1.3653846153846154,0.06999999999999999,1.2588553653942294
1766,x,2005,adventure,Atari,M,1.6470588235294117,0.19743589743589743,1.5397738284896896
2051,ds,2008,role-playing,Rising Star Games,T,3.8421052631578947,0.55,0.25844623017023927
1431,ds,2006,role-playing,Empire Interactive,T,3.8666666666666667,0.6083333333333333,0.9211437324247888
205,pc,2017,action,Ubisoft,M,2.96,0.020053475935828877,2.746359409081701
3184,ps3,2014,action,Deep Silver,M,2.923076923076923,0.022661870503597123,0.5121342216067669
3111,xone,2016,misc,Harmonix Music Systems,T,2.925925925925926,0.11851851851851852,2.631933298446313
2073,ps3,2013,sports,Electronic Arts,E,3.772727272727273,0.054455445544554455,3.2137510049075635
3562,x360,2012,action,Lucasarts,T,1.162162162162162,0.33157894736842103,2.9792149861719825
205,ps3,2014,action,Ubisoft,M,1.3584905660377358,0.025510204081632654,0.589867414116945
164,ps2,2002,simulation,Metro 3D,T,3.217391304347826,0.2727272727272727,3.3388294682679014
1704,ps4,2017,shooter,Deep Silver,M,1.1162790697674418,0.018055555555555554,1.2457527432419475
2347,ps2,2004,simulation,Tecmo Koei,E,3.6666666666666665,0.5055555555555555,2.6390721948761398
4010,ds,2012,action,Sega,E10+,3.5555555555555554,0.8,0.29100071688224727
502,ps3,2011,shooter,Ubisoft,M,1.0714285714285714,0.07432432432432433,2.287099251522076
3326,ps,2002,action,Konami Digital Entertainment,M,5.0588235294117645,0.027710843373493974,1.2752289976117386
2876,ps3,2011,shooter,Valve,E10+,1.7592592592592593,0.008907741251325558,1.638849591361923
2245,ds,2009,shooter,Ignition Entertainment,T,1.8421052631578947,0.5285714285714286,2.460839015019786
171,ps2,2005,simulation,505 Games,T,2.28,1.64,1.8844357972092942
1642,ps3,2009,action,Electronic Arts,E10+,1.8857142857142857,0.41764705882352937,3.098169374543914
3835,ps2,2003,action,Sony Computer Entertainment,M,1.469387755102041,0.07640449438202247,1.598181142244383
3681,gba,2003,fighting,Ubisoft,T,4.9411764705882355,0.74,0.8827652511543103
2154,wii,2012,fighting,Thq,E10+,3.0625,0.4428571428571429,1.2666975938479645
3819,x360,2008,shooter,Take-Two Interactive,M,1.3015873015873016,0.041326530612244894,2.666529982921623
889,psv,2010,role-playing,Nippon Ichi Software,T,2.7857142857142856,0.06551724137931034,0.626890049214716
779,pc,2013,action,Deep Silver,M,3.3333333333333335,0.004741980474198047,0.35656192132289044
3226,dc,1999,simulation,Sega,T,3.4166666666666665,0.525,3.3390609419692896
4429,ps3,2011,fighting,Thq,T,2.5714285714285716,0.08625000000000001,3.1113225759711653
3764,ps,2000,action,Activision,M,5.5,0.271875,0.932927984156144
3953,3ds,2011,simulation,Electronic Arts,T,1.793103448275862,0.1064516129032258,3.3175015817423716
3478,ps2,2006,racing,Acclaim Entertainment,E,4.6923076923076925,1.3,2.816805542672846
4409,ps2,2007,sports,Sony Computer Entertainment,E,2.8,0.8571428571428571,0.7040928909896023
3963,gc,2006,simulation,Electronic Arts,T,2.7,0.6,1.1051554167795357
2485,wii,2011,racing,Activision,E,8.4,0.34444444444444444,1.6759775356552944
3119,gc,2002,fighting,Rage Software,T,4.352941176470588,1.825,2.746741350895734
4041,gc,2006,shooter,Electronic Arts,M,2.5625,0.22195121951219512,0.7012624926077015
249,ds,2009,misc,Activision,E10+,3.611111111111111,1.75,2.1479129215001267
2067,wii,2008,sports,Electronic Arts,E,2.6206896551724137,0.2518518518518518,1.5407427709178054
4425,ps2,2004,strategy,Lucasarts,T,2.56,1.0,1.2936155277421646
2390,ps3,2014,role-playing,Nippon Ichi Software,T,2.2916666666666665,0.20857142857142857,0.15366002623339733
2844,ps4,2017,misc,Sony Computer Entertainment,M,1.2291666666666667,0.08974358974358974,3.1195007643158674
1540,pc,2018,action,Take-Two Interactive,M,1.6842105263157894,0.002064819654992159,1.3433197694495433
1972,wii,2008,action,Warner Bros. Interactive Entertainment,E10+,4.352941176470588,0.3590909090909091,3.1732935336027372
1632,xone,2017,shooter,Microsoft Game Studios,M,1.2318840579710144,0.0056603773584905665,3.1048848696446054
811,ps4,2018,action,Activision,M,5.454545454545454,0.08142857142857143,0.9990165068906665
1908,x360,2013,role-playing,Electronic Arts,M,1.1267605633802817,0.017225950782997764,1.560791779390886
2096,3ds,2013,puzzle,Sunsoft,E,6.090909090909091,1.325,2.3885692290248035
80,pc,2012,adventure,Electronic Arts,M,2.586206896551724,0.014840989399293287,1.3405900802248754
977,ps2,2007,fighting,Atari,T,2.40625,0.06357142857142857,3.6469731036499526
4044,xone,2017,shooter,Electronic Arts,M,2.806451612903226,0.02867383512544803,2.7090483101181437
882,ps4,2016,racing,Codemasters,E,1.8478260869565217,0.03940886699507389,1.353474043213482
2806,x,2005,simulation,Phantagram,T,3.217391304347826,0.5928571428571429,2.2928746201514105
3575,ps2,2001,simulation,Activision,T,3.36,0.38095238095238093,2.2967611287865957
557,psp,2011,misc,Ubisoft,E,16.0,0.4666666666666667,2.496171152240942
1989,ps2,2008,action,Lucasarts,E10+,2.625,0.20930232558139536,0.7855441930111122
2120,ds,2006,sports,Nintendo,E,1.725,0.21621621621621623,2.2778725147608663
1703,pc,2011,shooter,Thq,M,1.9444444444444444,0.010357815442561206,2.3488170620473494
3293,ps2,2008,role-playing,Tecmo Koei,M,3.56,0.027852348993288593,2.293835807701393
2735,x,2005,action,Sega,T,1.8372093023255813,0.6916666666666668,0.11528015848980729
2907,ps3,2013,sports,Konami Digital Entertainment,E,1.925,0.08,1.3640405812559138
3907,x,2004,action,Universal Interactive,T,2.5652173913043477,0.6599999999999999,0.1977873904049119
769,pc,2010,simulation,Ubisoft,T,2.5625,0.06666666666666667,0.7798654908335317
866,ps,2004,fighting,Namco Bandai Games,E,12.8,0.123943661971831,0.4081947867533716
1833,pc,2007,racing,Thq,T,10.166666666666666,0.11627906976744186,1.0183735222426495
1361,ds,2007,misc,Nintendo,E,2.6818181818181817,1.0,3.0487727651514795
1159,x,2006,sports,Sega,E,3.52,0.35000000000000003,2.951337054651532
1812,3ds,2011,adventure,Ubisoft,T,2.727272727272727,1.3199999999999998,2.208265818870681
4167,pc,2013,strategy,Kalypso Media,T,1.6956521739130435,0.021448467966573816,2.802217412153165
4142,ps2,2007,shooter,Atari,T,1.4705882352941178,0.3185185185185185,4.283414549361105
4260,ps3,2013,role-playing,Dtp Entertainment,T,3.357142857142857,1.0833333333333333,0.6811689428816381
2042,pc,2010,action,Ubisoft,T,2.3636363636363638,0.15789473684210525,0.30835507193566536
650,psv,2017,adventure,Marvelous Interactive,M,3.1578947368421053,0.12758620689655173,2.1657947005895744
4230,ps4,2015,adventure,Sony Computer Entertainment Europe,M,0.7669902912621359,0.003732362312243969,2.9124017632878942
2771,ps,1998,misc,Sony Computer Entertainment,K-A,6.133333333333334,0.15416666666666667,0.8600254449059611
2842,psv,2015,action,Sony Computer Entertainment,T,5.0,0.033783783783783786,1.17411820423542
4351,ps2,2005,role-playing,Sony Computer Entertainment,T,2.92,0.3074074074074074,0.13354695340682468
1287,pc,2015,action,Electronic Arts,E,12.285714285714286,0.022837370242214532,1.1118172177676082
1363,x,2006,racing,Empire Interactive,T,1.9210526315789473,0.9125,2.279834361828688
2095,ps3,2015,role-playing,Aksys Games,T,4.0,0.31333333333333335,1.726093847459813
4072,xone,2018,shooter,Ubisoft,M,3.0833333333333335,0.027058823529411767,2.2539066140486317
1909,pc,2010,role-playing,1C Company,T,3.28,0.054088050314465404,2.582431571476021
2724,psv,2016,role-playing,Nippon Ichi Software,M,2.64,0.29600000000000004,2.807667172432514
4129,ds,2007,puzzle,Midway Games,E10+,3.736842105263158,0.6333333333333333,3.234247132510654
3262,gc,2006,platform,Sega,E10+,2.3181818181818183,0.05371900826446281,3.3240656435740528
2825,pc,2008,role-playing,Koch Media,T,2.533333333333333,0.12459016393442622,1.29325544994272
570,x,2002,racing,Thq,T,2.576923076923077,1.25,2.8497535714913855
2816,gc,2006,strategy,Nintendo,E,1.6666666666666667,0.065,2.8131518849672794
